Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
6/20/14,593.41,598.68,580.51,588.02,6709.979494,3960213.088,590.1974949
6/19/14,607.99,609.98,590,593.4,4638.14295,2792378.83,602.0467372
6/18/14,606.48,616,599.9,607,6744.90184,4103312.693,608.357659
6/17/14,587,610.2,580,606.48,6588.308882,3940835.721,598.1558837
6/16/14,592,610,582.01,586.91,10767.82717,6448460.334,598.863655
6/15/14,566.58,593,552.11,588.55,8807.699199,5032106.129,571.3303799
6/14/14,592,593.53,538.38,566.58,16567.97165,9272570.613,559.6684259
6/13/14,569.98,611.99,563,592,18670.6133,10963548.15,587.2087848
6/12/14,623.81,630.36,550,569.1,24822.48984,14657034.53,590.4739866
6/11/14,648.55,652.39,615,620.5,10429.62397,6612170.529,633.9797629
6/10/14,648.83,657.41,642.45,648.55,5909.592917,3841597.414,650.0612594
6/9/14,658,659,639.93,648.83,6798.266914,4402870.884,647.6460751
6/8/14,657.13,661.11,651.7,658,2600.850396,1706780.43,656.2393717
6/7/14,647.16,657.13,635.88,657.13,5749.304728,3728907.263,648.5840357
6/6/14,661.46,662.13,647.16,647.16,6452.183886,4225827.382,654.9452801
6/5/14,640.55,669.63,639.69,661.48,10724.81282,7046930.527,657.0679272
6/4/14,668.9,673.61,621.86,640.59,17375.56805,11142498.92,641.273936
6/3/14,662,680.99,649.61,670.14,13572.80909,9062433.588,667.6903454
6/2/14,630.99,678,613.03,661.22,20087.27572,12978482.98,646.1046862
6/1/14,627.8,683.26,618.53,630.99,24149.97946,15612394.43,646.4765096
5/31/14,621,628.5,611,627.8,9696.707475,6023688.831,621.2097093
5/30/14,572.37,629.4,568.56,621,22502.94354,13552065.09,602.2352171
5/29/14,580.66,582.1,560.05,572.37,8110.318042,4614613.061,568.9805303
5/28/14,572.7,582.26,563.45,580.66,8980.551458,5153230.734,573.8211911
5/27/14,581.87,595,550.22,572.7,19805.25779,11368641.06,574.0213627
5/26/14,573.5,593.48,565.58,581.88,11633.71989,6770738.176,581.9925391
5/25/14,528.44,586.34,527.09,573.9,19782.59518,11183034.38,565.2966298
5/24/14,523.75,529.06,515.4,528.44,5528.521616,2885491.089,521.9281553
5/23/14,529.99,547.1,518.55,523.77,19619.56225,10432749.92,531.7524312
5/22/14,493.98,530,492.65,529.99,17439.03493,8967638.258,514.2278972
5/21/14,489,499.1,487.11,493.98,7111.899587,3521575.263,495.1666176
5/20/14,448.34,500,447.14,489,28210.08507,13413583.27,475.4889336
5/19/14,446.91,450,441.44,448.34,4723.489393,2108151.926,446.3124083
5/18/14,449.07,451.43,444.52,446.91,2498.743055,1118014.228,447.4306493
5/17/14,447.55,451.48,445.01,449.06,2295.073516,1029089.946,448.3908416
5/16/14,446.27,452.41,444.5,447.31,3667.08111,1645722.297,448.7826279
5/15/14,444.07,452.67,444.02,446,5496.481806,2468497.819,449.1050651
5/14/14,439.12,449.96,438.36,446,6398.98825,2843100.327,444.3046645
5/13/14,442.48,442.75,430.61,439.12,5969.671674,2609916.21,437.1959385
5/12/14,437.67,443.77,431.56,442.5,4582.441448,2014521.569,439.6175253
5/11/14,457.7,458.2,429.6,440,8863.685744,3907261.429,440.8167822
5/10/14,452.78,459.24,449.79,455.39,4130.387903,1874935.781,453.9369728
5/9/14,439.6,457.08,437.71,452.37,8282.111155,3721491.383,449.3409124
5/8/14,441.47,450.08,437.61,437.69,6326.649184,2807814.181,443.8074721
5/7/14,429,452,425.67,440,13248.34902,5842712.47,441.014383
5/6/14,431.64,434,420.27,428.01,8041.198415,3439331.003,427.7137344
5/5/14,435.88,445,425,433,8188.082795,3547855.069,433.2949676
5/4/14,439,442.83,429.55,438.04,5154.407794,2245293.451,435.6064829
5/3/14,452,454.5,431,439,7431.62648,3271086.459,440.157544
5/2/14,460.97,462.99,444.51,454.5,8269.891417,3731060.903,451.1620183
5/1/14,449,465.88,447.97,460.97,9556.037886,4381968.575,458.5549604
4/30/14,448,453.99,433.08,448.85,10757.36482,4781743.87,444.5088504
4/29/14,440.41,454.47,432.02,448,13844.63506,6143866.61,443.7723769
4/28/14,430,452.16,424,442.9,18282.98597,8014470.863,438.3567802
4/27/14,459.22,461.97,429.95,430,9312.346008,4154641.095,446.143334
4/26/14,466.71,470.96,451.07,459,8812.120099,4048732.547,459.4504503
4/25/14,502.15,503.99,438.05,466.52,33416.96301,15460069.47,462.6413678
4/24/14,491.94,505,480,502.2,7952.773489,3899468.18,490.3280831
4/23/14,490,495.2,484.61,492,5696.009063,2788385.975,489.5332758
4/22/14,497.98,504.9,485.2,490,8521.46548,4210266.587,494.0777612
4/21/14,501.07,515,490,496.74,8377.056809,4201115.82,501.5026059
4/20/14,505.18,516.53,493,500,5798.580197,2925535.477,504.5261732
4/19/14,482.1,507.43,472.81,503.8,10268.73295,5061530.272,492.9069923
4/18/14,500.09,506.97,470,483.11,11142.83977,5393877.816,484.0667128
4/17/14,529.26,533.8,481.63,500.09,20052.702,10067997.39,502.0768468
4/16/14,523.1,548,494.02,530,30710.47012,15977435.81,520.2602159
4/15/14,459.99,528.75,453.16,521,32622.07731,16174102.2,495.802338
4/14/14,416.29,475,408,458.5,33640.67486,15126755.01,449.656705
4/13/14,424.91,427.75,397.16,416.3,11017.8849,4521279.716,410.3582271
4/12/14,423,439.5,413.72,423.42,10809.05206,4621987.21,427.6033812
4/11/14,363.1,432.22,339.79,423,42124.74577,16522551.34,392.2291052
4/10/14,441.69,442.46,357.57,363.12,49713.84445,19832155.04,398.9261997
4/9/14,453.57,457.3,438.08,441.69,8006.60407,3574642.08,446.4617019
4/8/14,447.11,459.8,446.24,453.57,5844.422473,2646631.048,452.8473189
4/7/14,459.97,464.19,446,447.11,7419.247937,3362333.799,453.1906506
4/6/14,464.8,465,450.2,456.27,5283.848378,2412744.089,456.6262915
4/5/14,450,464.8,441.25,464.8,6467.317936,2927852.995,452.7151787
4/4/14,451.03,459.5,430.77,452.2,15699.31017,6978736.059,444.5250131
4/3/14,438.9,465,416.11,451.03,26944.97731,11800596.2,437.9516102
4/2/14,478.98,494.98,430,439,34478.66605,15752852.54,456.8869491
4/1/14,454.81,509.98,452.04,478.98,22904.80786,10993489.2,479.964262
3/31/14,460,486.7,438,454.83,20986.65096,9549170.26,455.0116299
3/30/14,491.99,492,436,460,31437.04543,14453335.74,459.7549018
3/29/14,502.01,508,486.97,491.99,7446.558265,3710682.748,498.3084287
3/28/14,475,532,468.3,502.01,34960.05558,17558323.58,502.2395786
3/27/14,581.48,581.59,466.1,475,49205.95632,25830547.04,524.9475666
3/26/14,583.77,592,565,581.49,10310.36256,5986251.83,580.6053661
3/25/14,585.9,587.48,568.86,583.77,8107.382202,4681178.657,577.3970611
3/24/14,558.22,592.6,547,585.99,13674.05994,7795968.811,570.1283192
3/23/14,564.31,569.48,556.74,561,6098.75124,3436140.201,563.417012
3/22/14,569.99,571.99,541,565.31,13614.29823,7585366.393,557.161762
3/21/14,585.6,607.88,556,570,22418.17284,12984926.76,579.214321
3/20/14,610.01,611.3,578.66,587.98,10906.66528,6470916.267,593.2992441
3/19/14,613.84,623.95,605.11,611.2,7079.917161,4340869.408,613.1243218
3/18/14,622.97,624.17,591.13,612,14907.79765,9101120.433,610.4939609
3/17/14,634.99,634.99,619.46,621.11,9165.087961,5724111.739,624.5561159
3/16/14,637.58,639.39,629.02,634.99,3296.507534,2088127.147,633.4361823
3/15/14,630.99,639.88,625.32,637.24,2202.218014,1394529.185,633.2384784
3/14/14,641.02,645,625.29,630.42,8676.834835,5501965.378,634.0982032
3/13/14,634.95,650,632,641.01,6728.152696,4331849.619,643.8393739
3/12/14,631.72,656.95,628.8,634.95,12741.36127,8167080.267,640.9896158
3/11/14,628.02,644.44,614.17,632.1,9166.620085,5753906.272,627.7020558
3/10/14,638.4,646.59,609,629.39,13350.32163,8379172.339,627.6382378
3/9/14,620.02,653,613.03,640,9121.474747,5813863.58,637.3819739
3/8/14,632.79,639.79,604.5,620,9699.021313,5993946.689,617.9950014
3/7/14,669.57,670,613.45,632.79,21449.42621,13634040.59,635.6366113
3/6/14,669,675.71,650,669.57,10404.69739,6899577.417,663.1213918
3/5/14,673.27,679.97,651.9,669.99,12719.61418,8460673.86,665.1674916
3/4/14,677.69,702.24,633.64,673,28031.317,19083495.91,680.7919838
3/3/14,565.38,710,562.02,677.69,64914.82037,41032096.49,632.0913508
3/2/14,567.46,570.99,553,566.24,6437.398521,3620383.339,562.3985103
3/1/14,551.8,576,535,567.48,14303.94164,7964319.568,556.7919506
2/28/14,584.7,591.39,541,551.89,22634.32499,12774750.4,564.3972332
2/27/14,585.24,599.99,571.22,583,17048.0705,10002403.11,586.7176056
2/26/14,534.34,610,530,585.24,49110.90216,28306168.07,576.3723902
2/25/14,535.49,545.8,400,535,115761.9866,55642025.45,480.658868
2/24/14,609.9,629,514.02,535.49,51840.81218,29300894.7,565.209021
2/23/14,610.77,646,599.78,610.09,20868.1549,12931776.23,619.689488
2/22/14,581.35,619.88,562.15,610.88,18076.09102,10727909.87,593.4861614
2/21/14,561.86,589,530.01,581.35,29612.93711,16665769.57,562.7867815
2/20/14,623.01,631,560.9,561.86,34966.6985,20678092.12,591.3652991
2/19/14,627.7,636,617,623.01,11128.47837,6976436.521,626.8994095
2/18/14,633.66,650,609.99,627.7,14833.93993,9305110.205,627.2851478
2/17/14,621,664.99,610,633.66,19902.43932,12681178.75,637.16706
2/16/14,655.83,670,590.01,621,26397.57092,16510289.03,625.4472838
2/15/14,670.34,673.17,628.88,655.83,20762.64009,13502488.23,650.3261707
2/14/14,609.4,712.9,538.01,669,68378.1454,42633219.99,623.4919029
2/13/14,650.04,660,601.54,604.11,28145.81362,17781615.82,631.7676958
2/12/14,677,685.19,631.58,651.99,15511.78726,10224606.46,659.1507667
2/11/14,688.34,720,631,675.1,40062.43735,26975988.83,673.3486681
2/10/14,688,713,530,687.81,71860.53695,45893362.7,638.6448619
2/9/14,680.49,755.42,666.21,687.37,15061.93271,10550327.79,700.463081
2/8/14,705.01,723,662.01,680.49,13501.11536,9358103.966,693.13562
2/7/14,764,766.45,619,705.01,66362.25784,46625607.89,702.5922475
2/6/14,780.01,803,752,763.99,20652.60675,16004090.74,774.9186792
2/5/14,802,810,775,782.33,8479.502336,6751169.928,796.1752543
2/4/14,806.99,812.98,796.83,802.99,7592.003165,6098292.843,803.2521471
2/3/14,814.94,815,800.5,808.5,4931.83355,3987645.248,808.5522773
2/2/14,813.23,825.21,810.23,814.99,4075.682461,3334786.584,818.2155052
2/1/14,803,827.38,802.59,813.23,8296.064167,6763704.542,815.2907699
1/31/14,799.99,809.98,791,803,7728.160056,6196005.72,801.7439695
1/30/14,794.21,812.44,770.7,799.99,13125.54816,10431886.61,794.7772147
1/29/14,785.51,804.95,781.99,794.21,7044.521562,5597907.365,794.6469203
1/28/14,750.95,812.93,740.01,788,20042.81614,15664564.86,781.5550844
1/27/14,814.67,823,725,751.95,25194.23663,19561840.58,776.4410911
1/26/14,806.81,834,795.01,814.75,9704.137262,7950475.949,819.2872519
1/25/14,780,817,773.4,806.8,8705.564013,6936521.891,796.7917852
1/24/14,810.95,811.74,767.02,780,15775.20254,12410344.07,786.6995079
1/23/14,819.2,823.28,801.1,812,7395.009492,6000294.664,811.3978312
1/22/14,824.88,824.99,801,819.2,8309.094075,6765579.615,814.2379367
1/21/14,826.02,834.5,814,824.89,7669.59937,6301148.48,821.5746581
1/20/14,841.5,845,815,826.02,6968.156705,5790539.514,831.0001855
1/19/14,810,842.07,791.01,842.07,8418.008045,6914603.191,821.406104
1/18/14,796.97,817.12,796,810,5486.841521,4434018.808,808.1186218
1/17/14,814.4,821,765,797.2,17114.93954,13611629.5,795.3068995
1/16/14,841.14,849,810.01,814.4,8215.451663,6803847.504,828.1769259
1/15/14,815.99,850.26,805.18,841.14,12267.7745,10276214.32,837.6592123
1/14/14,823.99,837,800,815.99,9729.543914,7987929.49,820.9973212
1/13/14,844.04,844.05,783.11,823,19366.39159,15778072.03,814.7140863
1/12/14,895,905,826.46,844.05,12189.17548,10461247.19,858.2407567
1/11/14,851.63,909.96,849.51,896.59,16130.91651,14243532.4,882.9958541
1/10/14,825.5,861.4,799.41,852.61,12846.16052,10655064.16,829.435701
1/9/14,823.94,848,779.78,824.76,25302.2442,20628555.65,815.2856119
1/8/14,785,849.79,765,823.45,26315.75853,21306391.42,809.6438259
1/7/14,915.8,943,785,785,34063.52121,29225267.96,857.9637961
1/6/14,905,995,876,919.24,25886.90639,24246321.68,936.6249222
1/5/14,828.79,948,826.07,905,24075.9496,21230765.76,881.8246473
1/4/14,808.24,830,790.2,828.79,10990.14295,8946715.814,814.0672835
1/3/14,784.19,818.99,767.62,809.4,14860.26283,11866892.74,798.5654679
1/2/14,751.88,798.7,742.5,784.19,15134.16901,11633164.74,768.6688797
1/1/14,732,757.99,729.01,754.9,7907.637862,5894781.567,745.4541633
12/31/13,736.51,739,709,732,7919.32033,5763630.734,727.7936103
12/30/13,728.01,740,722.81,736.51,6600.239156,4845439.253,734.1308609
12/29/13,715,732,703.45,728,8121.305818,5826581.687,717.4439453
12/28/13,723.98,736.01,682.22,715,13385.19085,9603991.126,717.5087178
12/27/13,747.83,762.1,702.26,721.08,16261.66283,11826312.73,727.251134
12/26/13,679.01,764.32,677.57,747,28028.63836,20282421.92,723.6320816
12/25/13,653.57,681.24,636.99,679.01,6653.009651,4396958.697,660.897688
12/24/13,654.76,668.8,628.11,652.99,12795.80403,8297360.837,648.4438818
12/23/13,612.66,665,607.77,654.76,13100.16417,8341248.23,636.7285268
12/22/13,595.07,690,575.61,612.66,17673.23399,11228765.44,635.354313
12/21/13,610,648.88,550,595.03,19218.17096,11533044.78,600.1114677
12/20/13,685.1,719.97,570,610,40959.74062,26720103.7,652.3504128
12/19/13,520,700,492.91,685,56734.10927,35307986.6,622.3414283
12/18/13,675,680.7,382.21,520,137070.1783,72340781.12,527.764551
12/17/13,690.5,750,612.51,673.62,43034.02836,29259655.78,679.9190522
12/16/13,861.98,864,651.34,691,58806.7041,42965517.31,730.6227745
12/15/13,850.78,869.98,803.51,862,11638.00041,9757006.646,838.3748328
12/14/13,888.47,895,841.01,850.78,7426.552035,6389855.359,860.406731
12/13/13,871.22,920.42,850,885.98,14766.95108,13039090.39,882.9913715
12/12/13,879.04,898.9,832.01,871.22,13973.52413,12057068.09,862.8509156
12/11/13,979.07,988,804,879.04,31708.38203,28233929.45,890.4247912
12/10/13,899.91,989.6,895.01,979.23,22694.67993,21368342.56,941.5573439
